client_id	path	sentence	up_votes	down_votes	age	gender	accents	locale	segment
0ac2b2e3e44a446fb9f6989da2b67a98ea65b963ef35ead4665c80b940729a466147d5a73248ae8a922448ce5965fd5a9b81f1d18fb91ebf52807016cc742353	common_voice_sw_31911896.mp3	Unatakiwa kumaliza kazi mapema.	12	0	thirties	male		sw	
0ac2b2e3e44a446fb9f6989da2b67a98ea65b963ef35ead4665c80b940729a466147d5a73248ae8a922448ce5965fd5a9b81f1d18fb91ebf52807016cc742353	common_voice_sw_31940313.mp3	Kama fuza wana wengi	2	0	thirties	male		sw	
0ac2b2e3e44a446fb9f6989da2b67a98ea65b963ef35ead4665c80b940729a466147d5a73248ae8a922448ce5965fd5a9b81f1d18fb91ebf52807016cc742353	common_voice_sw_31940315.mp3	Raisi wa kenya echu chukivochi chukibika kura takuva mbwa tanu.	3	1	thirties	male		sw	
0ac2b2e3e44a446fb9f6989da2b67a98ea65b963ef35ead4665c80b940729a466147d5a73248ae8a922448ce5965fd5a9b81f1d18fb91ebf52807016cc742353	common_voice_sw_31940522.mp3	Ukenda nyita name nje.	2	0	thirties	male		sw	
0ac2b2e3e44a446fb9f6989da2b67a98ea65b963ef35ead4665c80b940729a466147d5a73248ae8a922448ce5965fd5a9b81f1d18fb91ebf52807016cc742353	common_voice_sw_31940900.mp3	Wachu wadodi wadodi hupenda kupiga wenthao masheke	2	0	thirties	male		sw	
0ac2b2e3e44a446fb9f6989da2b67a98ea65b963ef35ead4665c80b940729a466147d5a73248ae8a922448ce5965fd5a9b81f1d18fb91ebf52807016cc742353	common_voice_sw_32090589.mp3	Moyo ni moyo wa vyema	9	0	thirties	male		sw	
0ac2b2e3e44a446fb9f6989da2b67a98ea65b963ef35ead4665c80b940729a466147d5a73248ae8a922448ce5965fd5a9b81f1d18fb91ebf52807016cc742353	common_voice_sw_32090625.mp3	Polisi huchisia vachu kwa bundhuki dhavo	6	0	thirties	male		sw	
0ac2b2e3e44a446fb9f6989da2b67a98ea65b963ef35ead4665c80b940729a466147d5a73248ae8a922448ce5965fd5a9b81f1d18fb91ebf52807016cc742353	common_voice_sw_32090689.mp3	Chuma maua yote yao rangi sare.	2	0	thirties	male		sw	
0ac2b2e3e44a446fb9f6989da2b67a98ea65b963ef35ead4665c80b940729a466147d5a73248ae8a922448ce5965fd5a9b81f1d18fb91ebf52807016cc742353	common_voice_sw_32090743.mp3	Sidharau nnlinga ndio uuvao nkoko	2	0	thirties	male		sw	
0ac2b2e3e44a446fb9f6989da2b67a98ea65b963ef35ead4665c80b940729a466147d5a73248ae8a922448ce5965fd5a9b81f1d18fb91ebf52807016cc742353	common_voice_sw_32090749.mp3	Mwalimu yangu kananjali too.	2	0	thirties	male		sw	
0ac2b2e3e44a446fb9f6989da2b67a98ea65b963ef35ead4665c80b940729a466147d5a73248ae8a922448ce5965fd5a9b81f1d18fb91ebf52807016cc742353	common_voice_sw_32090802.mp3	Vanavake vamechangadhiwa kuwa mwaka huu hakuna harusi	2	0	thirties	male		sw	
0ac2b2e3e44a446fb9f6989da2b67a98ea65b963ef35ead4665c80b940729a466147d5a73248ae8a922448ce5965fd5a9b81f1d18fb91ebf52807016cc742353	common_voice_sw_32090839.mp3	Bofya kitufe kufungua nlyango	2	0	thirties	male		sw	
0ac2b2e3e44a446fb9f6989da2b67a98ea65b963ef35ead4665c80b940729a466147d5a73248ae8a922448ce5965fd5a9b81f1d18fb91ebf52807016cc742353	common_voice_sw_32090918.mp3	Ukipicha angalia kikoa kisikuchofe	2	0	thirties	male		sw	
0ac2b2e3e44a446fb9f6989da2b67a98ea65b963ef35ead4665c80b940729a466147d5a73248ae8a922448ce5965fd5a9b81f1d18fb91ebf52807016cc742353	common_voice_sw_32090923.mp3	Nimechia mai a sukari ndani a ijagi	2	0	thirties	male		sw	
0ac2b2e3e44a446fb9f6989da2b67a98ea65b963ef35ead4665c80b940729a466147d5a73248ae8a922448ce5965fd5a9b81f1d18fb91ebf52807016cc742353	common_voice_sw_32090949.mp3	Makokoni huva kuna thavau vingi	2	0	thirties	male		sw	
0ac2b2e3e44a446fb9f6989da2b67a98ea65b963ef35ead4665c80b940729a466147d5a73248ae8a922448ce5965fd5a9b81f1d18fb91ebf52807016cc742353	common_voice_sw_32090968.mp3	Maembe yote ni mvodho	7	1	thirties	male		sw	
0ac2b2e3e44a446fb9f6989da2b67a98ea65b963ef35ead4665c80b940729a466147d5a73248ae8a922448ce5965fd5a9b81f1d18fb91ebf52807016cc742353	common_voice_sw_32090998.mp3	Padhia dhenyu hunuka ongo tafadhali fanya bidii udhiose.	2	0	thirties	male		sw	
0ac2b2e3e44a446fb9f6989da2b67a98ea65b963ef35ead4665c80b940729a466147d5a73248ae8a922448ce5965fd5a9b81f1d18fb91ebf52807016cc742353	common_voice_sw_32091011.mp3	Wisaga uuke.	2	0	thirties	male		sw	
0ac2b2e3e44a446fb9f6989da2b67a98ea65b963ef35ead4665c80b940729a466147d5a73248ae8a922448ce5965fd5a9b81f1d18fb91ebf52807016cc742353	common_voice_sw_32091141.mp3	Kavwaa nguo zuri.	2	0	thirties	male		sw	
0ac2b2e3e44a446fb9f6989da2b67a98ea65b963ef35ead4665c80b940729a466147d5a73248ae8a922448ce5965fd5a9b81f1d18fb91ebf52807016cc742353	common_voice_sw_32091233.mp3	Fundi a jua kali huchumia chuma cha reli kuchengedha dhombo	2	1	thirties	male		sw	
